,gender,age,year,eyecolor,height,miles,brothers,sisters,computertime,exercise,exercisehours,musiccds,playgames,watchtv
1292,female,21,third,brown,70.0,180.0,3,3,10.0,Yes,5.0,60.0,0.0,3.0
1075,male,20,second,hazel,70.0,250.0,2,2,3.0,No,0.0,80.0,10.0,3.0
1457,female,20,third,brown,67.0,45.0,0,1,12.0,Yes,3.0,125.0,0.0,5.0
1958,female,18,first,green,65.0,120.0,1,0,15.0,Yes,4.0,50.0,1.0,8.0
1910,male,20,second,blue,70.0,150.0,0,0,10.0,Yes,5.0,5.0,15.0,15.0
1668,male,39,fourth,brown,72.0,110.0,1,2,25.0,Yes,0.0,5.0,5.0,2.0
1186,male,22,third,blue,72.0,108.0,3,4,8.0,No,0.0,300.0,2.0,1.0
622,male,19,second,brown,72.0,440.0,0,3,10.0,No,0.0,400.0,1.0,8.0
780,female,20,third,blue,68.0,10.0,2,1,5.0,No,0.0,75.0,1.0,5.0
1056,female,21,third,brown,67.0,52.0,1,1,15.0,Yes,9.0,150.0,0.0,8.0
803,female,18,second,blue,65.0,590.0,1,1,15.0,Yes,4.0,60.0,0.0,3.0
1662,male,23,other,other,67.0,90.0,1,0,5.0,Yes,5.0,0.0,3.0,5.0
834,female,22,fourth,hazel,68.0,60.0,1,0,12.0,Yes,3.0,15.0,1.0,12.0
296,female,20,third,brown,67.0,130.0,1,1,5.0,Yes,5.0,200.0,0.0,15.0
21,female,19,second,blue,69.0,240.0,1,1,14.0,No,0.0,15.0,1.0,10.0
897,female,20,second,brown,62.0,140.0,1,3,5.0,No,0.0,50.0,1.0,5.0
1589,male,21,third,blue,76.0,28.0,1,5,5.0,Yes,2.0,20.0,7.0,10.0
1937,female,18,first,green,65.0,45.0,1,0,15.0,No,0.0,80.0,0.0,8.0
1395,male,21,fourth,brown,77.0,375.0,1,0,5.0,Yes,10.0,40.0,10.0,15.0
536,female,22,other,green,64.0,150.0,1,2,2.0,Yes,4.0,10.0,0.0,20.0
1194,male,19,second,blue,67.0,90.0,2,1,5.0,Yes,6.0,50.0,8.0,5.0
507,female,19,second,green,67.0,150.0,2,1,18.0,No,0.0,30.0,0.0,16.0
1301,male,21,fourth,green,72.0,35.0,0,1,15.0,Yes,8.0,80.0,8.0,15.0
54,male,21,third,hazel,70.0,150.0,1,0,2.0,Yes,10.0,100.0,15.0,7.0
645,female,22,fourth,brown,67.0,30.0,1,4,8.0,No,0.0,35.0,2.0,20.0
437,female,20,third,blue,63.0,250.0,1,2,10.0,No,0.0,100.0,2.0,8.0
1991,female,19,second,blue,70.0,160.0,0,1,14.0,No,0.0,70.0,0.0,8.0
1817,female,22,fourth,brown,68.0,0.0,1,1,10.0,Yes,12.0,80.0,0.0,10.0
1497,male,19,second,blue,75.0,10.0,0,2,2.0,Yes,4.0,50.0,6.0,2.0
765,male,19,second,blue,74.0,150.0,1,1,3.0,No,0.0,30.0,8.0,15.0
1739,female,20,third,hazel,67.0,45.0,1,2,14.0,No,0.0,50.0,0.0,15.0
471,female,19,second,blue,64.0,45.0,0,1,4.0,Yes,4.0,75.0,0.0,2.0
560,female,20,third,green,69.0,90.0,2,1,1.0,Yes,1.0,10.0,0.0,10.0
1719,female,21,fourth,brown,62.0,200.0,1,0,35.0,Yes,5.0,10.0,0.0,8.0
1192,male,23,third,hazel,72.0,80.0,0,2,20.0,Yes,5.0,20.0,2.0,25.0
544,female,19,second,other,62.0,45.0,0,3,3.0,No,0.0,25.0,1.0,15.0
1579,female,21,fourth,blue,70.0,180.0,2,1,10.0,Yes,10.0,25.0,0.0,10.0
1286,female,23,other,brown,62.0,1200.0,5,0,10.0,No,0.0,75.0,0.0,3.0
1333,male,19,second,blue,75.0,15.0,0,1,1.0,Yes,3.0,100.0,1.0,10.0
242,male,19,first,hazel,68.0,150.0,3,0,4.0,No,0.0,10.0,3.0,3.0
1666,female,20,second,green,67.0,120.0,2,0,10.0,Yes,5.0,20.0,5.0,10.0
1776,male,21,fourth,blue,72.0,228.0,0,1,12.0,Yes,4.0,447.0,6.0,6.0
1547,male,23,other,blue,66.0,111.0,1,1,7.0,Yes,5.0,111.0,2.0,20.0
1392,male,22,third,brown,72.0,35.0,0,1,10.0,Yes,6.0,50.0,1.0,15.0
1137,male,23,other,brown,71.0,175.0,1,3,5.0,Yes,10.0,40.0,4.0,10.0
1632,female,19,first,blue,68.0,0.0,1,1,20.0,No,0.0,20.0,0.0,10.0
79,female,21,third,blue,68.0,101.0,1,3,2.0,No,0.0,0.0,1.0,10.0
1089,female,22,fourth,blue,62.0,145.0,1,2,15.0,Yes,5.5,15.0,0.0,6.0
808,female,20,second,green,63.0,101.0,1,2,2.0,Yes,0.0,20.0,0.0,3.0
1232,male,21,fourth,green,70.0,9.0,1,1,25.0,No,0.0,65.0,3.0,2.0
1702,male,21,third,blue,70.0,120.0,1,1,10.0,Yes,3.0,75.0,20.0,7.0
1260,male,23,other,brown,67.0,15.0,6,0,12.0,Yes,12.0,40.0,10.0,21.0
47,female,20,second,blue,62.0,200.0,1,0,12.0,Yes,1.0,300.0,0.0,10.0
1810,male,21,third,blue,77.0,50.0,0,1,100.0,Yes,8.0,100.0,8.0,25.0
710,male,20,second,other,72.0,5900.0,1,0,8.0,Yes,1.0,15.0,2.0,12.0
1520,male,20,third,hazel,69.0,45.0,0,0,20.0,No,0.0,75.0,5.0,10.0
537,female,19,second,green,65.0,25.0,1,0,25.0,Yes,7.0,20.0,2.0,5.0
239,female,18,first,brown,66.0,210.0,1,0,7.0,No,0.0,100.0,2.0,10.0
229,male,20,third,brown,74.0,321.0,0,1,1.5,No,0.0,35.0,1.0,3.0
637,female,20,third,blue,68.0,175.0,2,3,6.0,Yes,5.0,15.0,2.0,10.0
76,female,19,second,hazel,65.0,35.0,0,2,5.0,Yes,4.0,30.0,0.0,5.0
508,female,19,second,brown,67.0,135.0,1,1,6.0,Yes,2.0,43.0,0.0,1.0
85,male,22,fourth,blue,73.0,13.0,1,1,4.0,Yes,6.0,50.0,4.0,8.0
446,female,20,third,green,63.0,430.0,1,2,2.0,No,0.0,10.0,0.0,2.0
1486,female,20,third,brown,66.0,220.0,0,1,10.0,No,0.0,150.0,5.0,15.0
1069,female,19,second,brown,67.0,100.0,1,3,2.0,Yes,3.0,20.0,0.0,2.0
924,male,18,first,blue,75.0,150.0,0,2,3.0,Yes,6.0,100.0,3.0,5.0
1808,male,22,fourth,brown,69.0,99.0,0,2,20.0,Yes,10.0,0.0,0.0,10.0
672,male,20,third,blue,72.0,230.0,0,1,3.0,Yes,4.5,30.0,10.0,5.0
1959,female,17,first,blue,66.0,60.0,1,0,30.0,Yes,5.0,9.0,0.0,20.0
1464,female,19,third,green,66.0,55.0,0,5,5.0,Yes,10.0,20.0,0.0,15.0
107,male,20,second,brown,73.0,82.0,2,2,10.0,No,0.0,500.0,1.0,3.0
607,female,20,third,blue,67.0,170.0,0,1,3.0,Yes,6.0,100.0,3.0,7.0
595,male,21,fourth,blue,67.0,110.0,3,0,10.0,Yes,8.0,200.0,0.0,6.0
322,female,19,second,blue,63.0,175.0,1,0,10.0,Yes,3.5,200.0,1.0,4.0
276,male,21,fourth,other,70.0,40.0,1,1,4.0,Yes,16.0,30.0,1.0,5.0
1389,male,20,second,green,70.0,350.0,0,2,10.0,No,0.0,100.0,0.0,5.0
1285,female,20,third,blue,67.0,14.0,0,0,1.0,Yes,7.0,50.0,0.0,10.0
1852,female,21,fourth,blue,68.0,225.0,2,1,20.0,Yes,9.0,250.0,0.0,3.0
3,male,23,fourth,hazel,74.0,140.0,1,1,5.0,Yes,25.0,50.0,0.0,7.0
2011,female,19,first,blue,67.0,180.0,1,0,12.0,Yes,3.0,35.0,1.0,30.0
1119,male,22,fourth,brown,75.0,375.0,0,1,15.0,Yes,5.0,25.0,20.0,25.0
1575,male,22,fourth,blue,72.0,50.0,0,1,6.0,No,0.0,30.0,0.0,3.0
1128,male,18,first,green,71.0,70.0,0,1,4.0,Yes,4.0,50.0,5.0,10.0
1571,female,20,third,blue,64.0,100.0,0,7,7.0,No,0.0,100.0,10.0,7.0
290,female,20,second,blue,66.0,85.0,2,1,10.0,Yes,3.0,200.0,10.0,10.0
1773,male,23,fourth,blue,74.0,100.0,1,0,5.0,Yes,6.0,50.0,2.0,5.0
741,male,21,third,brown,70.0,0.0,0,0,19.0,No,0.0,100.0,6.0,18.0
115,male,20,second,blue,71.0,150.0,0,1,4.0,Yes,10.0,100.0,10.0,20.0
514,male,21,third,brown,71.0,160.0,1,0,6.5,Yes,6.0,150.0,0.5,3.0
2003,female,20,second,brown,64.0,171.0,1,2,8.0,Yes,15.0,45.0,2.0,3.0
440,male,26,third,brown,68.0,20.0,0,1,20.0,Yes,10.0,75.0,4.0,6.0
101,female,21,fourth,brown,63.0,120.0,1,0,5.0,No,0.0,500.0,30.0,15.0
758,male,19,first,blue,61.0,60.0,3,1,20.0,Yes,6.0,30.0,1.0,5.0
1365,female,18,first,brown,65.0,0.0,0,0,5.0,Yes,2.0,5.0,1.0,6.5
1582,female,18,first,brown,66.0,200.0,0,2,8.0,No,0.0,100.0,4.0,10.0
1026,female,21,third,brown,66.0,40.0,2,2,15.0,Yes,6.0,25.0,1.0,10.0
687,female,20,third,brown,62.0,2300.0,1,0,20.0,No,0.0,10.0,5.0,70.0
669,female,19,second,blue,70.0,225.0,1,1,10.0,Yes,3.0,45.0,0.0,2.0
1837,female,20,second,brown,65.0,100.0,1,3,12.0,No,0.0,35.0,0.0,12.0
1625,male,31,third,blue,72.0,31.0,5,1,3.0,No,0.0,35.0,0.0,3.0
470,male,20,third,hazel,72.0,316.0,0,1,4.0,Yes,10.0,300.0,3.0,15.0
923,male,18,first,blue,73.0,78.0,1,0,30.0,No,0.0,73.0,5.0,5.0
751,female,20,second,hazel,68.0,200.0,1,0,15.0,Yes,4.5,30.0,0.0,0.5
201,male,26,fourth,brown,69.0,770.0,3,0,15.0,Yes,4.0,150.0,10.0,7.0
249,male,19,second,brown,71.0,120.0,2,1,5.0,Yes,10.0,1.0,0.0,2.0
907,male,20,third,brown,72.0,70.0,1,0,21.0,Yes,3.0,550.0,4.0,5.0
7,male,22,third,brown,73.0,210.0,3,2,2.0,Yes,10.0,100.0,6.0,10.0
1072,female,19,first,green,64.0,12.0,2,0,8.0,Yes,3.0,15.0,0.0,6.0
1125,male,20,second,brown,71.0,173.0,2,2,4.0,Yes,6.0,88.0,1.0,1.0
1517,female,19,second,green,59.0,10.0,0,0,6.0,Yes,3.0,83.0,2.0,0.0
1004,female,20,third,brown,65.0,211.0,1,0,21.0,Yes,3.0,200.0,0.0,15.0
567,male,20,third,hazel,75.0,180.0,2,1,5.0,Yes,5.0,60.0,15.0,15.0
71,female,19,second,hazel,67.0,360.0,1,2,10.0,Yes,4.0,30.0,3.0,6.0
157,male,22,third,brown,71.0,150.0,3,0,2.0,Yes,5.0,80.0,4.0,6.0
1570,female,19,second,green,64.0,72.0,0,2,8.0,Yes,10.0,12.0,0.0,0.0
432,female,19,second,blue,72.0,198.0,2,2,45.0,Yes,5.0,167.0,1.0,1.0
553,male,20,second,blue,70.0,120.0,1,3,15.0,Yes,10.0,100.0,7.0,9.0
779,female,19,second,brown,69.0,130.0,0,2,5.0,No,0.0,150.0,2.0,10.0
663,female,19,second,brown,66.0,200.0,0,1,20.0,No,0.0,170.0,0.0,2.0
259,male,20,third,blue,67.0,0.0,2,0,15.0,Yes,4.0,0.0,1.0,15.0
1368,male,21,third,brown,72.0,70.0,0,1,5.0,Yes,5.0,50.0,5.0,15.0
1372,male,20,second,green,72.0,140.0,1,0,4.0,Yes,2.0,40.0,12.0,12.0
1092,male,21,third,brown,78.0,100.0,0,3,15.0,Yes,0.0,20.0,0.0,12.0
1978,female,19,second,hazel,65.0,130.0,0,2,20.0,Yes,3.0,50.0,1.0,12.0
1930,female,20,second,blue,63.0,60.0,3,1,24.0,No,0.0,90.0,0.0,3.0
978,female,21,third,brown,66.0,176.0,2,2,7.0,Yes,3.0,50.0,2.0,5.0
1509,female,19,second,green,70.0,200.0,0,1,2.0,No,0.0,200.0,1.0,10.0
42,male,21,third,brown,70.0,157.0,0,1,15.0,No,0.0,50.0,5.0,28.0
1199,female,20,third,brown,63.0,150.0,1,0,21.0,Yes,4.0,50.0,0.0,20.0
1071,female,19,second,brown,66.0,40.0,1,1,12.0,No,0.0,150.0,3.0,5.0
873,female,19,second,brown,68.0,210.0,1,0,5.0,Yes,10.0,30.0,1.0,6.0
1201,female,19,second,hazel,63.0,300.0,1,0,10.0,No,0.0,60.0,0.0,4.0
524,female,21,fourth,brown,65.0,60.0,3,1,1.0,No,0.0,200.0,0.0,16.0
23,female,19,second,blue,64.0,0.0,1,0,6.0,Yes,5.0,52.0,0.0,0.0
1424,male,22,fourth,blue,75.0,70.0,1,0,2.0,Yes,6.0,7.0,3.0,7.0
566,male,22,other,brown,69.0,60.0,1,1,28.0,Yes,2.0,43.0,2.0,20.0
1623,female,19,second,blue,65.0,30.0,0,2,28.0,No,0.0,45.0,2.0,15.0
884,male,20,third,hazel,69.0,120.0,0,2,3.0,No,0.0,50.0,15.0,15.0
1633,female,20,third,green,67.0,217.0,1,1,12.0,No,0.0,120.0,18.0,10.0
860,female,20,third,hazel,68.0,33.0,1,4,5.0,Yes,4.0,50.0,0.0,7.0
624,female,20,third,blue,66.0,400.0,0,1,6.0,Yes,4.0,150.0,1.0,0.0
782,female,20,third,blue,71.0,60.0,0,1,2.0,No,0.0,50.0,0.0,15.0
983,male,18,first,blue,67.0,110.0,1,3,2.0,No,0.0,8.0,5.0,6.0
151,male,21,fourth,brown,74.0,85.0,2,0,10.0,Yes,6.0,100.0,5.0,5.0
746,male,21,third,blue,79.0,40.0,0,1,5.0,Yes,5.0,50.0,20.0,20.0
1609,female,21,fourth,brown,62.0,30.0,2,1,15.0,Yes,6.0,100.0,1.0,4.0
389,female,20,third,hazel,72.0,0.0,0,2,15.0,Yes,3.0,5.0,5.0,5.0
1252,female,21,third,green,66.0,20.0,0,2,4.0,Yes,6.0,50.0,0.0,20.0
349,male,20,third,blue,77.0,65.0,1,0,28.0,Yes,3.0,40.0,1.0,15.0
359,female,19,second,hazel,62.0,0.0,1,0,7.0,Yes,4.0,300.0,0.0,21.0
1792,male,22,fourth,hazel,72.0,450.0,0,1,7.0,Yes,15.0,600.0,6.0,12.0
221,female,21,fourth,hazel,65.0,90.0,3,1,4.0,Yes,10.0,100.0,0.0,15.0
373,female,20,third,brown,63.0,30.0,3,1,10.0,Yes,3.5,8.0,0.0,10.0
1423,male,20,second,brown,70.0,182.0,1,3,10.0,Yes,14.0,25.0,6.0,8.0
1522,male,22,fourth,blue,71.0,115.0,1,2,5.0,No,0.0,5.0,5.0,5.0
2038,female,18,first,brown,62.0,350.0,2,1,100.0,No,0.0,45.0,10.0,60.0
339,male,20,second,blue,74.0,30.0,0,1,35.0,No,0.0,1000.0,10.0,10.0
1329,female,21,third,other,68.0,4950.0,0,1,20.0,Yes,15.0,100.0,0.0,6.0
2012,male,21,third,brown,66.0,300.0,1,0,6.0,Yes,5.0,80.0,10.0,10.0
16,female,20,second,brown,64.0,100.0,2,1,9.0,No,0.0,30.0,10.0,8.0
50,female,20,second,hazel,67.0,600.0,1,0,15.0,Yes,4.0,140.0,0.0,15.0
1305,female,20,second,blue,67.0,140.0,1,0,5.0,No,0.0,50.0,0.0,20.0
1014,male,20,second,brown,78.0,0.0,1,1,2.0,Yes,10.0,20.0,4.0,20.0
1553,female,24,fourth,blue,68.0,95.0,1,1,7.0,No,0.0,30.0,0.0,1.0
1915,male,24,other,hazel,75.0,70.0,1,0,20.0,No,0.0,150.0,10.0,30.0
111,male,21,third,green,73.0,0.0,1,1,2.0,No,0.0,200.0,0.5,2.0
1182,male,19,first,blue,72.0,40.0,1,0,10.0,Yes,8.0,5.0,5.0,20.0
965,male,20,second,green,72.0,160.0,0,1,2.0,Yes,3.0,50.0,3.0,10.0
232,male,21,third,blue,70.0,135.0,2,0,15.0,Yes,10.0,5.0,4.0,15.0
760,female,22,fourth,blue,64.0,87.0,0,1,2.0,No,0.0,1400.0,0.0,2.0
178,male,19,first,brown,61.0,120.0,0,3,3.0,Yes,5.0,4.0,5.0,30.0
1714,female,19,second,blue,64.0,40.0,1,2,21.0,No,0.0,30.0,0.0,4.0
948,male,23,third,blue,70.0,192.0,0,1,6.0,Yes,6.0,275.0,0.0,5.0
1762,female,19,second,brown,67.0,200.0,0,2,60.0,Yes,3.0,20.0,0.0,3.0
409,female,20,third,brown,67.0,286.0,0,2,2.0,No,0.0,18.0,0.0,8.0
29,male,21,third,green,70.0,100.0,1,1,6.0,Yes,5.0,20.0,0.0,10.0
1638,female,19,second,blue,62.0,196.0,3,0,5.0,Yes,5.0,500.0,0.0,2.0
1843,male,20,second,green,72.0,90.0,1,0,5.0,No,0.0,45.0,20.0,50.0
1566,female,22,fourth,green,64.0,45.0,0,2,2.0,Yes,8.0,150.0,0.0,6.0
1316,female,20,second,green,64.0,100.0,0,1,4.0,Yes,6.0,100.0,0.0,2.0
1873,female,21,third,green,69.0,30.0,0,1,10.0,Yes,4.0,50.0,0.0,2.0
166,female,22,other,brown,68.0,210.0,2,1,8.5,No,0.0,75.0,0.0,22.0
1238,female,19,second,brown,60.0,12089.0,0,1,60.0,No,0.0,20.0,10.0,100.0
826,female,21,third,brown,62.0,96.0,0,1,1.0,Yes,3.0,52.0,0.0,3.0
1515,female,19,second,green,66.0,180.0,2,1,15.0,No,0.0,35.0,0.0,14.0
395,female,21,fourth,brown,62.0,460.0,1,2,10.0,Yes,4.0,25.0,0.0,1.0
517,female,19,second,blue,62.0,45.0,1,1,2.0,No,0.0,73.0,4.0,3.0
1814,female,22,fourth,blue,68.0,180.0,0,0,10.0,Yes,3.0,55.0,0.0,3.0
542,female,19,second,blue,66.0,180.0,0,2,6.0,Yes,3.0,20.0,1.0,15.0
372,female,23,other,green,66.0,200.0,2,0,3.0,Yes,10.0,600.0,0.0,25.0
1208,male,19,first,brown,65.0,90.0,0,0,20.0,No,0.0,0.0,0.0,40.0
456,female,20,third,blue,62.0,330.0,2,0,5.0,No,0.0,120.0,0.5,2.0
535,female,20,third,hazel,65.0,120.0,2,0,3.0,Yes,10.0,30.0,0.0,6.0
1950,female,20,second,brown,68.0,120.0,0,1,20.0,Yes,5.0,30.0,2.0,8.0
1535,male,19,second,brown,70.0,30.0,2,0,20.0,Yes,5.0,0.0,0.0,5.0
1402,male,18,first,brown,73.0,2070.0,2,0,15.0,Yes,6.5,100.0,15.0,15.0
1302,female,25,fourth,brown,64.0,7000.0,1,0,35.0,No,0.0,50.0,1.0,0.0
1859,male,21,third,brown,70.0,219.0,0,1,5.0,Yes,3.0,20.0,3.0,2.0
1133,male,21,third,green,74.0,135.0,2,0,1.0,Yes,10.0,50.0,2.0,3.0
893,female,21,third,blue,68.0,25.0,2,0,4.0,Yes,3.0,50.0,2.0,7.0
1735,female,21,third,green,64.0,0.0,2,1,7.0,Yes,7.0,50.0,0.0,3.0
69,female,22,fourth,green,64.0,154.0,1,0,5.0,No,0.0,100.0,0.0,10.0
675,female,22,fourth,blue,65.0,200.0,0,1,3.0,Yes,3.0,30.0,0.0,6.0
477,male,20,third,brown,70.0,10.0,2,0,5.0,No,0.0,0.0,5.0,5.0
1409,female,19,second,blue,64.0,300.0,1,1,5.0,Yes,7.0,10.0,0.0,15.0
847,male,24,third,brown,74.0,9.0,1,1,4.0,Yes,5.0,400.0,0.0,8.0
287,male,18,first,blue,66.0,320.0,1,4,10.0,Yes,10.0,60.0,0.0,20.0
271,male,25,fourth,brown,75.0,30.0,0,1,5.0,Yes,5.0,150.0,1.0,10.0
118,female,19,second,blue,65.0,300.0,0,3,5.0,No,0.0,75.0,0.5,7.0
970,female,19,second,blue,62.0,1800.0,6,2,8.0,No,0.0,12.0,0.0,7.0
236,female,21,fourth,brown,72.0,45.0,1,0,30.0,Yes,3.0,70.0,0.0,2.0
2036,female,19,second,hazel,64.0,350.0,1,0,8.0,Yes,3.0,50.0,0.0,1.0
1506,male,20,third,brown,65.0,30.0,1,0,10.0,Yes,4.0,4.0,5.0,20.0
2044,female,21,third,hazel,66.0,35.0,1,0,30.0,Yes,3.0,250.0,2.0,10.0
52,female,22,fourth,brown,65.0,5.0,1,0,1.0,Yes,6.0,50.0,0.0,3.0
1853,male,18,first,brown,72.0,370.0,0,1,30.0,No,0.0,70.0,2.0,10.0
1187,female,23,other,brown,65.0,222.0,2,1,15.0,Yes,4.0,10.0,0.0,15.0
846,male,21,third,blue,73.0,117.0,1,2,10.0,Yes,3.0,10.0,0.0,5.0
1006,male,22,other,brown,77.0,200.0,3,0,25.0,No,0.0,90.0,2.0,10.0
920,female,19,first,blue,66.0,800.0,1,1,9.0,Yes,14.0,50.0,0.0,4.0
418,male,20,third,green,69.0,350.0,0,1,1.0,Yes,7.0,100.0,4.0,4.0
503,female,19,second,blue,63.0,90.0,3,1,8.0,No,0.0,25.0,0.0,7.0
584,female,18,first,brown,67.0,35.0,0,1,8.0,No,0.0,30.0,3.0,5.0
1205,male,22,third,blue,69.0,15.0,0,2,7.0,No,0.0,100.0,0.0,10.0
1174,male,29,fourth,hazel,69.0,175.0,2,2,2.0,No,0.0,500.0,3.0,6.0
1709,female,19,second,blue,65.0,215.0,0,1,14.0,Yes,0.0,150.0,0.0,6.0
967,female,20,second,green,65.0,50.0,0,4,14.0,Yes,7.0,40.0,1.0,3.0
1045,female,22,fourth,brown,74.0,144.0,1,1,3.0,Yes,3.0,14.0,0.0,4.0
188,female,20,third,green,65.0,45.0,0,2,30.0,No,0.0,30.0,2.0,20.0
364,female,18,first,hazel,69.0,50.0,0,1,5.0,Yes,1.0,55.0,1.0,25.0
520,female,20,third,brown,67.0,132.0,0,0,9.0,Yes,5.0,37.0,0.0,3.5
348,male,20,second,blue,69.0,60.0,0,1,8.0,Yes,3.0,100.0,2.0,8.0
1473,male,21,fourth,brown,75.0,65.0,5,1,10.0,No,0.0,100.0,10.0,10.0
1491,female,21,third,hazel,65.0,45.0,0,1,9.0,Yes,2.0,70.0,0.0,3.0
1229,female,20,second,hazel,64.0,0.0,2,0,35.0,Yes,2.0,10.0,1.0,35.0
1628,male,20,third,blue,70.0,45.0,0,1,20.0,Yes,6.0,175.0,10.0,10.0
246,male,18,first,blue,77.0,375.0,1,1,8.0,Yes,12.0,24.0,0.0,7.0
342,female,20,third,brown,67.0,300.0,2,0,15.0,No,0.0,150.0,1.0,5.0
705,female,19,second,brown,61.0,45.0,2,0,2.0,Yes,5.0,20.0,0.0,14.0
1304,female,19,first,blue,61.0,120.0,0,1,15.0,Yes,3.0,60.0,0.0,1.0
1812,female,18,first,green,71.0,200.0,0,1,10.0,No,0.0,30.0,6.0,2.0
744,male,23,fourth,brown,75.0,100.0,1,1,5.0,Yes,5.0,25.0,0.0,5.0
1212,female,20,second,blue,68.0,150.0,1,1,10.0,Yes,5.0,100.0,0.0,2.0
863,male,21,fourth,blue,71.0,326.0,1,0,10.0,Yes,4.0,60.0,2.0,15.0
1466,female,20,third,hazel,64.0,25.0,1,0,6.0,No,0.0,56.0,0.0,6.0
896,female,21,fourth,blue,66.0,110.0,1,0,4.0,No,0.0,20.0,0.0,10.0
149,female,23,fourth,blue,70.0,40.0,1,1,6.0,No,0.0,75.0,0.0,3.0
1383,female,20,second,green,66.0,130.0,0,1,10.0,Yes,6.0,50.0,0.0,7.0
1649,female,23,fourth,brown,75.0,1000.0,4,3,5.0,Yes,25.0,10.0,7.0,14.0
904,female,20,third,blue,65.0,424.0,0,1,2.0,No,0.0,40.0,10.0,25.0
825,male,21,third,hazel,72.0,200.0,1,1,4.0,No,0.0,10.0,4.0,12.0
1086,female,20,second,green,63.0,152.0,3,2,14.0,Yes,1.5,80.0,0.5,7.0
142,male,19,second,brown,72.0,800.0,0,2,4.0,Yes,4.0,450.0,2.0,8.0
1494,male,19,second,blue,78.0,350.0,1,2,20.0,No,0.0,10.0,14.0,20.0
1418,female,20,second,blue,71.0,30.0,0,1,20.0,No,0.0,80.0,1.0,14.0
426,male,40,other,blue,76.0,500.0,1,0,0.0,No,0.0,100.0,21.0,15.0
635,female,20,third,brown,66.0,30.0,2,1,12.0,Yes,9.0,100.0,2.0,2.0
1356,male,20,second,blue,70.0,15.0,1,1,15.0,Yes,3.0,250.0,3.0,15.0
1020,male,20,third,green,77.0,350.0,1,0,2.0,Yes,5.0,60.0,0.0,6.0
112,male,20,third,brown,71.0,58.0,0,2,52.5,No,0.0,12.0,12.5,22.5
774,male,18,first,blue,70.0,50.0,1,0,4.0,No,0.0,5.0,10.0,5.0
2052,male,21,third,blue,61.0,324.0,0,2,20.0,Yes,9.0,230.0,20.0,20.0
1044,female,21,third,blue,59.0,350.0,0,1,15.0,Yes,5.0,55.0,0.0,1.0
969,male,22,fourth,blue,72.0,60.0,1,1,6.0,Yes,5.0,12.0,5.0,15.0
1306,male,20,second,blue,71.0,60.0,0,0,20.0,Yes,7.0,100.0,0.0,2.0
631,male,22,fourth,blue,72.0,150.0,1,2,1.0,No,0.0,50.0,2.0,10.0
1898,male,22,fourth,blue,73.0,170.0,0,1,10.0,No,0.0,90.0,0.0,2.0
1594,female,21,other,brown,62.0,250.0,5,5,5.0,No,0.0,20.0,0.0,5.0
912,female,19,second,hazel,67.0,30.0,1,1,30.0,Yes,5.0,30.0,0.0,15.0
1892,male,19,second,brown,66.0,361.0,2,0,15.0,Yes,9.5,25.0,10.0,23.0
564,female,20,third,blue,65.0,1000.0,1,0,20.0,No,0.0,175.0,2.0,5.0
964,female,19,second,brown,69.0,20.0,3,0,2.0,No,0.0,35.0,0.0,6.0
89,male,19,first,blue,72.0,260.0,0,1,20.0,No,0.0,100.0,10.0,20.0
1114,male,21,third,blue,77.0,80.0,1,0,30.0,Yes,10.0,50.0,0.0,4.0
761,female,20,third,blue,69.0,345.0,1,0,5.0,Yes,5.0,20.0,5.0,15.0
204,female,22,first,other,67.0,110.0,3,0,10.0,Yes,3.0,15.0,0.0,0.0
721,male,23,other,hazel,70.0,220.0,2,1,2.0,Yes,15.0,50.0,15.0,7.0
628,male,21,fourth,brown,69.0,130.0,0,0,20.0,No,0.0,400.0,20.0,35.0
944,male,20,second,blue,70.0,50.0,3,0,7.0,Yes,7.0,100.0,1.0,20.0
56,male,21,fourth,blue,69.0,140.0,1,0,5.0,No,0.0,100.0,0.0,2.0
1984,male,18,first,blue,69.0,350.0,1,0,20.0,No,0.0,10.0,5.0,5.0
872,female,22,fourth,hazel,66.0,60.0,1,1,2.0,No,0.0,100.0,0.0,10.0
1149,male,20,second,blue,73.0,5.0,0,4,7.0,Yes,8.0,50.0,1.0,4.0
403,female,21,third,brown,69.0,33.0,1,0,4.0,Yes,3.5,20.0,0.0,6.0
1701,male,21,fourth,brown,72.0,30.0,1,0,10.0,No,0.0,150.0,5.0,3.0
130,female,19,second,green,64.0,193.0,0,1,40.0,No,0.0,1000.0,0.0,20.0
573,female,20,third,brown,61.0,230.0,1,0,5.0,No,0.0,10.0,20.0,15.0
699,male,21,third,hazel,67.0,45.0,2,1,3.5,Yes,6.0,250.0,2.0,3.0
739,male,21,second,brown,67.0,100.0,0,2,15.0,Yes,4.0,85.0,3.0,8.0
538,female,20,third,hazel,68.0,400.0,0,3,14.0,Yes,7.0,100.0,0.0,6.0
1529,male,19,second,brown,68.0,160.0,2,1,3.0,Yes,4.0,100.0,0.0,1.0
1541,female,22,other,green,64.0,190.0,1,4,2.0,No,0.0,10.0,0.0,10.0
738,female,21,third,blue,62.0,40.0,0,1,20.0,Yes,12.0,30.0,0.0,5.0
568,female,22,fourth,green,66.0,0.0,2,0,3.0,Yes,5.0,20.0,5.0,10.0
